guid,title,pubDate,description,link,media 
b'https://www.news18.com/news/books/the-yogini-breaks-away-from-the-conventional-novel-and-captures-spiritual-crisis-like-never-before-2444783.html',"b""'The Yogini' Breaks Away from the Conventional Novel and Captures Spiritual Crisis Like Never Before""",b'2020-01-03T17:31:35+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2020/01/Untitled-design-2020-01-03T172008.384.jpg' width='90' height='62' />\xe2\x80\x98I am your fate,\xe2\x80\x99 he continued \xe2\x80\x93 and disappeared at once.\n""",b'https://www.news18.com/news/books/the-yogini-breaks-away-from-the-conventional-novel-and-captures-spiritual-crisis-like-never-before-2444783.html',
b'https://www.news18.com/news/books/the-yogini-breaks-away-from-the-conventional-novel-and-captures-spiritual-crisis-like-never-before-2444783.html',"b""'The Yogini' Breaks Away from the Conventional Novel and Captures Spiritual Crisis Like Never Before""",b'2020-01-03T17:31:35+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2020/01/Untitled-design-2020-01-03T172008.384.jpg' width='90' height='62' />\xe2\x80\x98I am your fate,\xe2\x80\x99 he continued \xe2\x80\x93 and disappeared at once.\n""",b'https://www.news18.com/news/books/the-yogini-breaks-away-from-the-conventional-novel-and-captures-spiritual-crisis-like-never-before-2444783.html',
b'https://www.news18.com/news/books/the-yogini-breaks-away-from-the-conventional-novel-and-captures-spiritual-crisis-like-never-before-2444783.html',"b""'The Yogini' Breaks Away from the Conventional Novel and Captures Spiritual Crisis Like Never Before""",b'2020-01-03T17:31:35+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2020/01/Untitled-design-2020-01-03T172008.384.jpg' width='90' height='62' />\xe2\x80\x98I am your fate,\xe2\x80\x99 he continued \xe2\x80\x93 and disappeared at once.\n""",b'https://www.news18.com/news/books/the-yogini-breaks-away-from-the-conventional-novel-and-captures-spiritual-crisis-like-never-before-2444783.html',
b'https://www.news18.com/news/books/the-yogini-breaks-away-from-the-conventional-novel-and-captures-spiritual-crisis-like-never-before-2444783.html',"b""'The Yogini' Breaks Away from the Conventional Novel and Captures Spiritual Crisis Like Never Before""",b'2020-01-03T17:31:35+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2020/01/Untitled-design-2020-01-03T172008.384.jpg' width='90' height='62' />\xe2\x80\x98I am your fate,\xe2\x80\x99 he continued \xe2\x80\x93 and disappeared at once.\n""",b'https://www.news18.com/news/books/the-yogini-breaks-away-from-the-conventional-novel-and-captures-spiritual-crisis-like-never-before-2444783.html',
b'https://www.news18.com/news/books/the-yogini-breaks-away-from-the-conventional-novel-and-captures-spiritual-crisis-like-never-before-2444783.html',"b""'The Yogini' Breaks Away from the Conventional Novel and Captures Spiritual Crisis Like Never Before""",b'2020-01-03T17:31:35+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2020/01/Untitled-design-2020-01-03T172008.384.jpg' width='90' height='62' />\xe2\x80\x98I am your fate,\xe2\x80\x99 he continued \xe2\x80\x93 and disappeared at once.\n""",b'https://www.news18.com/news/books/the-yogini-breaks-away-from-the-conventional-novel-and-captures-spiritual-crisis-like-never-before-2444783.html',
b'https://www.news18.com/news/lifestyle/happy-birthday-nicolas-sparks-5-films-based-on-his-novels-2441113.html',b'Happy Birthday Nicholas Sparks: 5 Films Based on His Novels',b'2019-12-31T13:04:59+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Nicholas-Sparks.jpg' width='90' height='62' />On the novelist\xe2\x80\x99s 54th birthday, here is a look at some of his works that have made it to Hollywood films. \n""",b'https://www.news18.com/news/lifestyle/happy-birthday-nicolas-sparks-5-films-based-on-his-novels-2441113.html',
b'https://www.news18.com/news/lifestyle/happy-birthday-nicolas-sparks-5-films-based-on-his-novels-2441113.html',b'Happy Birthday Nicholas Sparks: 5 Films Based on His Novels',b'2019-12-31T13:04:59+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Nicholas-Sparks.jpg' width='90' height='62' />On the novelist\xe2\x80\x99s 54th birthday, here is a look at some of his works that have made it to Hollywood films. \n""",b'https://www.news18.com/news/lifestyle/happy-birthday-nicolas-sparks-5-films-based-on-his-novels-2441113.html',
b'https://www.news18.com/news/lifestyle/happy-birthday-nicolas-sparks-5-films-based-on-his-novels-2441113.html',b'Happy Birthday Nicholas Sparks: 5 Films Based on His Novels',b'2019-12-31T13:04:59+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Nicholas-Sparks.jpg' width='90' height='62' />On the novelist\xe2\x80\x99s 54th birthday, here is a look at some of his works that have made it to Hollywood films. \n""",b'https://www.news18.com/news/lifestyle/happy-birthday-nicolas-sparks-5-films-based-on-his-novels-2441113.html',
b'https://www.news18.com/news/lifestyle/happy-birthday-nicolas-sparks-5-films-based-on-his-novels-2441113.html',b'Happy Birthday Nicholas Sparks: 5 Films Based on His Novels',b'2019-12-31T13:04:59+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Nicholas-Sparks.jpg' width='90' height='62' />On the novelist\xe2\x80\x99s 54th birthday, here is a look at some of his works that have made it to Hollywood films. \n""",b'https://www.news18.com/news/lifestyle/happy-birthday-nicolas-sparks-5-films-based-on-his-novels-2441113.html',
b'https://www.news18.com/news/lifestyle/happy-birthday-nicolas-sparks-5-films-based-on-his-novels-2441113.html',b'Happy Birthday Nicholas Sparks: 5 Films Based on His Novels',b'2019-12-31T13:04:59+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Nicholas-Sparks.jpg' width='90' height='62' />On the novelist\xe2\x80\x99s 54th birthday, here is a look at some of his works that have made it to Hollywood films. \n""",b'https://www.news18.com/news/lifestyle/happy-birthday-nicolas-sparks-5-films-based-on-his-novels-2441113.html',
b'https://www.news18.com/news/lifestyle/renowned-hindi-author-ganga-prasad-vimal-dies-in-road-accident-in-sri-lanka-2436121.html',b'Renowned Hindi Author Ganga Prasad Vimal Dies in Road Accident in Sri Lanka',b'2019-12-26T08:10:22+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/10/Road-Accident.png' width='90' height='62' />Ganga Prasad Vimal wrote more than one dozen poetry collections, short story collections and novels. His last novel, Manushkhor, was published in 2013. He received several Hindi literary awards. """,b'https://www.news18.com/news/lifestyle/renowned-hindi-author-ganga-prasad-vimal-dies-in-road-accident-in-sri-lanka-2436121.html',
b'https://www.news18.com/news/lifestyle/renowned-hindi-author-ganga-prasad-vimal-dies-in-road-accident-in-sri-lanka-2436121.html',b'Renowned Hindi Author Ganga Prasad Vimal Dies in Road Accident in Sri Lanka',b'2019-12-26T08:10:22+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/10/Road-Accident.png' width='90' height='62' />Ganga Prasad Vimal wrote more than one dozen poetry collections, short story collections and novels. His last novel, Manushkhor, was published in 2013. He received several Hindi literary awards. """,b'https://www.news18.com/news/lifestyle/renowned-hindi-author-ganga-prasad-vimal-dies-in-road-accident-in-sri-lanka-2436121.html',
b'https://www.news18.com/news/lifestyle/renowned-hindi-author-ganga-prasad-vimal-dies-in-road-accident-in-sri-lanka-2436121.html',b'Renowned Hindi Author Ganga Prasad Vimal Dies in Road Accident in Sri Lanka',b'2019-12-26T08:10:22+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/10/Road-Accident.png' width='90' height='62' />Ganga Prasad Vimal wrote more than one dozen poetry collections, short story collections and novels. His last novel, Manushkhor, was published in 2013. He received several Hindi literary awards. """,b'https://www.news18.com/news/lifestyle/renowned-hindi-author-ganga-prasad-vimal-dies-in-road-accident-in-sri-lanka-2436121.html',
b'https://www.news18.com/news/lifestyle/renowned-hindi-author-ganga-prasad-vimal-dies-in-road-accident-in-sri-lanka-2436121.html',b'Renowned Hindi Author Ganga Prasad Vimal Dies in Road Accident in Sri Lanka',b'2019-12-26T08:10:22+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/10/Road-Accident.png' width='90' height='62' />Ganga Prasad Vimal wrote more than one dozen poetry collections, short story collections and novels. His last novel, Manushkhor, was published in 2013. He received several Hindi literary awards. """,b'https://www.news18.com/news/lifestyle/renowned-hindi-author-ganga-prasad-vimal-dies-in-road-accident-in-sri-lanka-2436121.html',
b'https://www.news18.com/news/lifestyle/renowned-hindi-author-ganga-prasad-vimal-dies-in-road-accident-in-sri-lanka-2436121.html',b'Renowned Hindi Author Ganga Prasad Vimal Dies in Road Accident in Sri Lanka',b'2019-12-26T08:10:22+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/10/Road-Accident.png' width='90' height='62' />Ganga Prasad Vimal wrote more than one dozen poetry collections, short story collections and novels. His last novel, Manushkhor, was published in 2013. He received several Hindi literary awards. """,b'https://www.news18.com/news/lifestyle/renowned-hindi-author-ganga-prasad-vimal-dies-in-road-accident-in-sri-lanka-2436121.html',
b'https://www.news18.com/news/lifestyle/colours-of-the-mountain-author-da-chen-dies-at-57-2435817.html',b'Colours of the Mountain Author Da Chen Dies at 57',b'2019-12-25T15:20:12+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Da-Chen.jpg' width='90' height='62' />Chen died of lung cancer on December 17, his wife, Dr Sun-Ling Chen, told a publication on Tuesday from the family's home in Temecula, California.\n""",b'https://www.news18.com/news/lifestyle/colours-of-the-mountain-author-da-chen-dies-at-57-2435817.html',
b'https://www.news18.com/news/lifestyle/colours-of-the-mountain-author-da-chen-dies-at-57-2435817.html',b'Colours of the Mountain Author Da Chen Dies at 57',b'2019-12-25T15:20:12+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Da-Chen.jpg' width='90' height='62' />Chen died of lung cancer on December 17, his wife, Dr Sun-Ling Chen, told a publication on Tuesday from the family's home in Temecula, California.\n""",b'https://www.news18.com/news/lifestyle/colours-of-the-mountain-author-da-chen-dies-at-57-2435817.html',
b'https://www.news18.com/news/lifestyle/colours-of-the-mountain-author-da-chen-dies-at-57-2435817.html',b'Colours of the Mountain Author Da Chen Dies at 57',b'2019-12-25T15:20:12+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Da-Chen.jpg' width='90' height='62' />Chen died of lung cancer on December 17, his wife, Dr Sun-Ling Chen, told a publication on Tuesday from the family's home in Temecula, California.\n""",b'https://www.news18.com/news/lifestyle/colours-of-the-mountain-author-da-chen-dies-at-57-2435817.html',
b'https://www.news18.com/news/lifestyle/colours-of-the-mountain-author-da-chen-dies-at-57-2435817.html',b'Colours of the Mountain Author Da Chen Dies at 57',b'2019-12-25T15:20:12+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Da-Chen.jpg' width='90' height='62' />Chen died of lung cancer on December 17, his wife, Dr Sun-Ling Chen, told a publication on Tuesday from the family's home in Temecula, California.\n""",b'https://www.news18.com/news/lifestyle/colours-of-the-mountain-author-da-chen-dies-at-57-2435817.html',
b'https://www.news18.com/news/lifestyle/colours-of-the-mountain-author-da-chen-dies-at-57-2435817.html',b'Colours of the Mountain Author Da Chen Dies at 57',b'2019-12-25T15:20:12+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Da-Chen.jpg' width='90' height='62' />Chen died of lung cancer on December 17, his wife, Dr Sun-Ling Chen, told a publication on Tuesday from the family's home in Temecula, California.\n""",b'https://www.news18.com/news/lifestyle/colours-of-the-mountain-author-da-chen-dies-at-57-2435817.html',
b'https://www.news18.com/news/books/replicated-his-tattoo-how-anita-nairs-iconic-inspector-gowda-became-face-of-indian-crime-fiction-2430671.html',"b""'Replicated His Tattoo...': How Anita Nair's Iconic 'Inspector Gowda' Became Face of Indian Crime Fiction""",b'2019-12-23T11:52:04+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/o-.30____p0-9oi8y67.-kmnjbvcxh-bvbg-vbg-10.png' width='90' height='62' />In the last decade, detective Borei Gowda has appeared in two of Nair's books -- Cut Like Wound (2012) and Chain of Custody (2016) and have already won a strong fan base among crime fiction lovers in the country. """,b'https://www.news18.com/news/books/replicated-his-tattoo-how-anita-nairs-iconic-inspector-gowda-became-face-of-indian-crime-fiction-2430671.html',
b'https://www.news18.com/news/books/replicated-his-tattoo-how-anita-nairs-iconic-inspector-gowda-became-face-of-indian-crime-fiction-2430671.html',"b""'Replicated His Tattoo...': How Anita Nair's Iconic 'Inspector Gowda' Became Face of Indian Crime Fiction""",b'2019-12-23T11:52:04+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/o-.30____p0-9oi8y67.-kmnjbvcxh-bvbg-vbg-10.png' width='90' height='62' />In the last decade, detective Borei Gowda has appeared in two of Nair's books -- Cut Like Wound (2012) and Chain of Custody (2016) and have already won a strong fan base among crime fiction lovers in the country. """,b'https://www.news18.com/news/books/replicated-his-tattoo-how-anita-nairs-iconic-inspector-gowda-became-face-of-indian-crime-fiction-2430671.html',
b'https://www.news18.com/news/books/replicated-his-tattoo-how-anita-nairs-iconic-inspector-gowda-became-face-of-indian-crime-fiction-2430671.html',"b""'Replicated His Tattoo...': How Anita Nair's Iconic 'Inspector Gowda' Became Face of Indian Crime Fiction""",b'2019-12-23T11:52:04+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/o-.30____p0-9oi8y67.-kmnjbvcxh-bvbg-vbg-10.png' width='90' height='62' />In the last decade, detective Borei Gowda has appeared in two of Nair's books -- Cut Like Wound (2012) and Chain of Custody (2016) and have already won a strong fan base among crime fiction lovers in the country. """,b'https://www.news18.com/news/books/replicated-his-tattoo-how-anita-nairs-iconic-inspector-gowda-became-face-of-indian-crime-fiction-2430671.html',
b'https://www.news18.com/news/books/replicated-his-tattoo-how-anita-nairs-iconic-inspector-gowda-became-face-of-indian-crime-fiction-2430671.html',"b""'Replicated His Tattoo...': How Anita Nair's Iconic 'Inspector Gowda' Became Face of Indian Crime Fiction""",b'2019-12-23T11:52:04+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/o-.30____p0-9oi8y67.-kmnjbvcxh-bvbg-vbg-10.png' width='90' height='62' />In the last decade, detective Borei Gowda has appeared in two of Nair's books -- Cut Like Wound (2012) and Chain of Custody (2016) and have already won a strong fan base among crime fiction lovers in the country. """,b'https://www.news18.com/news/books/replicated-his-tattoo-how-anita-nairs-iconic-inspector-gowda-became-face-of-indian-crime-fiction-2430671.html',
b'https://www.news18.com/news/books/replicated-his-tattoo-how-anita-nairs-iconic-inspector-gowda-became-face-of-indian-crime-fiction-2430671.html',"b""'Replicated His Tattoo...': How Anita Nair's Iconic 'Inspector Gowda' Became Face of Indian Crime Fiction""",b'2019-12-23T11:52:04+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/o-.30____p0-9oi8y67.-kmnjbvcxh-bvbg-vbg-10.png' width='90' height='62' />In the last decade, detective Borei Gowda has appeared in two of Nair's books -- Cut Like Wound (2012) and Chain of Custody (2016) and have already won a strong fan base among crime fiction lovers in the country. """,b'https://www.news18.com/news/books/replicated-his-tattoo-how-anita-nairs-iconic-inspector-gowda-became-face-of-indian-crime-fiction-2430671.html',
b'https://www.news18.com/news/lifestyle/author-jk-rowling-draws-criticism-for-transgender-comments-2430105.html',b'Author JK Rowling Draws Criticism for Transgender Comments',b'2019-12-20T07:56:32+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/02/jkrowling.jpg' width='90' height='62' />JK Rowling tweeted in support of a researcher who lost her job for stating that people cannot change their biological sex. A spokeswoman for Rowling said that the author would not have any further comment. """,b'https://www.news18.com/news/lifestyle/author-jk-rowling-draws-criticism-for-transgender-comments-2430105.html',
b'https://www.news18.com/news/lifestyle/author-jk-rowling-draws-criticism-for-transgender-comments-2430105.html',b'Author JK Rowling Draws Criticism for Transgender Comments',b'2019-12-20T07:56:32+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/02/jkrowling.jpg' width='90' height='62' />JK Rowling tweeted in support of a researcher who lost her job for stating that people cannot change their biological sex. A spokeswoman for Rowling said that the author would not have any further comment. """,b'https://www.news18.com/news/lifestyle/author-jk-rowling-draws-criticism-for-transgender-comments-2430105.html',
b'https://www.news18.com/news/lifestyle/author-jk-rowling-draws-criticism-for-transgender-comments-2430105.html',b'Author JK Rowling Draws Criticism for Transgender Comments',b'2019-12-20T07:56:32+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/02/jkrowling.jpg' width='90' height='62' />JK Rowling tweeted in support of a researcher who lost her job for stating that people cannot change their biological sex. A spokeswoman for Rowling said that the author would not have any further comment. """,b'https://www.news18.com/news/lifestyle/author-jk-rowling-draws-criticism-for-transgender-comments-2430105.html',
b'https://www.news18.com/news/lifestyle/author-jk-rowling-draws-criticism-for-transgender-comments-2430105.html',b'Author JK Rowling Draws Criticism for Transgender Comments',b'2019-12-20T07:56:32+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/02/jkrowling.jpg' width='90' height='62' />JK Rowling tweeted in support of a researcher who lost her job for stating that people cannot change their biological sex. A spokeswoman for Rowling said that the author would not have any further comment. """,b'https://www.news18.com/news/lifestyle/author-jk-rowling-draws-criticism-for-transgender-comments-2430105.html',
b'https://www.news18.com/news/lifestyle/author-jk-rowling-draws-criticism-for-transgender-comments-2430105.html',b'Author JK Rowling Draws Criticism for Transgender Comments',b'2019-12-20T07:56:32+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/02/jkrowling.jpg' width='90' height='62' />JK Rowling tweeted in support of a researcher who lost her job for stating that people cannot change their biological sex. A spokeswoman for Rowling said that the author would not have any further comment. """,b'https://www.news18.com/news/lifestyle/author-jk-rowling-draws-criticism-for-transgender-comments-2430105.html',
b'https://www.news18.com/news/lifestyle/haruki-murakami-holds-rare-public-reading-to-mark-debut-anniversary-2427897.html',b'Haruki Murakami Holds Rare Public Reading to Mark Debut Anniversary',b'2019-12-18T11:51:34+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/10/Haruki-Murakami.jpg' width='90' height='62' />Now 70 and one of the world\xe2\x80\x99s most popular and acclaimed novelists, Murakami debuted with 'Hear the Wind Sing' in 1979.""",b'https://www.news18.com/news/lifestyle/haruki-murakami-holds-rare-public-reading-to-mark-debut-anniversary-2427897.html',
b'https://www.news18.com/news/lifestyle/haruki-murakami-holds-rare-public-reading-to-mark-debut-anniversary-2427897.html',b'Haruki Murakami Holds Rare Public Reading to Mark Debut Anniversary',b'2019-12-18T11:51:34+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/10/Haruki-Murakami.jpg' width='90' height='62' />Now 70 and one of the world\xe2\x80\x99s most popular and acclaimed novelists, Murakami debuted with 'Hear the Wind Sing' in 1979.""",b'https://www.news18.com/news/lifestyle/haruki-murakami-holds-rare-public-reading-to-mark-debut-anniversary-2427897.html',
b'https://www.news18.com/news/lifestyle/haruki-murakami-holds-rare-public-reading-to-mark-debut-anniversary-2427897.html',b'Haruki Murakami Holds Rare Public Reading to Mark Debut Anniversary',b'2019-12-18T11:51:34+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/10/Haruki-Murakami.jpg' width='90' height='62' />Now 70 and one of the world\xe2\x80\x99s most popular and acclaimed novelists, Murakami debuted with 'Hear the Wind Sing' in 1979.""",b'https://www.news18.com/news/lifestyle/haruki-murakami-holds-rare-public-reading-to-mark-debut-anniversary-2427897.html',
b'https://www.news18.com/news/lifestyle/haruki-murakami-holds-rare-public-reading-to-mark-debut-anniversary-2427897.html',b'Haruki Murakami Holds Rare Public Reading to Mark Debut Anniversary',b'2019-12-18T11:51:34+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/10/Haruki-Murakami.jpg' width='90' height='62' />Now 70 and one of the world\xe2\x80\x99s most popular and acclaimed novelists, Murakami debuted with 'Hear the Wind Sing' in 1979.""",b'https://www.news18.com/news/lifestyle/haruki-murakami-holds-rare-public-reading-to-mark-debut-anniversary-2427897.html',
b'https://www.news18.com/news/lifestyle/haruki-murakami-holds-rare-public-reading-to-mark-debut-anniversary-2427897.html',b'Haruki Murakami Holds Rare Public Reading to Mark Debut Anniversary',b'2019-12-18T11:51:34+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/10/Haruki-Murakami.jpg' width='90' height='62' />Now 70 and one of the world\xe2\x80\x99s most popular and acclaimed novelists, Murakami debuted with 'Hear the Wind Sing' in 1979.""",b'https://www.news18.com/news/lifestyle/haruki-murakami-holds-rare-public-reading-to-mark-debut-anniversary-2427897.html',
b'https://www.news18.com/news/books/amitabha-bagchis-novel-half-the-night-is-gone-wins-dsc-prize-for-south-asian-literature-2019-2426683.html',"b""Amitabha Bagchi\xe2\x80\x99s Novel 'Half The Night Is Gone' Wins DSC Prize for South Asian Literature 2019""",b'2019-12-17T14:50:38+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/06/BOOKS-875.gif' width='90' height='62' />Amitabha Bagchi won the award from a shortlist of six South-Asian novels.   """,b'https://www.news18.com/news/books/amitabha-bagchis-novel-half-the-night-is-gone-wins-dsc-prize-for-south-asian-literature-2019-2426683.html',
b'https://www.news18.com/news/books/amitabha-bagchis-novel-half-the-night-is-gone-wins-dsc-prize-for-south-asian-literature-2019-2426683.html',"b""Amitabha Bagchi\xe2\x80\x99s Novel 'Half The Night Is Gone' Wins DSC Prize for South Asian Literature 2019""",b'2019-12-17T14:50:38+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/06/BOOKS-875.gif' width='90' height='62' />Amitabha Bagchi won the award from a shortlist of six South-Asian novels.   """,b'https://www.news18.com/news/books/amitabha-bagchis-novel-half-the-night-is-gone-wins-dsc-prize-for-south-asian-literature-2019-2426683.html',
b'https://www.news18.com/news/books/amitabha-bagchis-novel-half-the-night-is-gone-wins-dsc-prize-for-south-asian-literature-2019-2426683.html',"b""Amitabha Bagchi\xe2\x80\x99s Novel 'Half The Night Is Gone' Wins DSC Prize for South Asian Literature 2019""",b'2019-12-17T14:50:38+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/06/BOOKS-875.gif' width='90' height='62' />Amitabha Bagchi won the award from a shortlist of six South-Asian novels.   """,b'https://www.news18.com/news/books/amitabha-bagchis-novel-half-the-night-is-gone-wins-dsc-prize-for-south-asian-literature-2019-2426683.html',
b'https://www.news18.com/news/books/amitabha-bagchis-novel-half-the-night-is-gone-wins-dsc-prize-for-south-asian-literature-2019-2426683.html',"b""Amitabha Bagchi\xe2\x80\x99s Novel 'Half The Night Is Gone' Wins DSC Prize for South Asian Literature 2019""",b'2019-12-17T14:50:38+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/06/BOOKS-875.gif' width='90' height='62' />Amitabha Bagchi won the award from a shortlist of six South-Asian novels.   """,b'https://www.news18.com/news/books/amitabha-bagchis-novel-half-the-night-is-gone-wins-dsc-prize-for-south-asian-literature-2019-2426683.html',
b'https://www.news18.com/news/books/amitabha-bagchis-novel-half-the-night-is-gone-wins-dsc-prize-for-south-asian-literature-2019-2426683.html',"b""Amitabha Bagchi\xe2\x80\x99s Novel 'Half The Night Is Gone' Wins DSC Prize for South Asian Literature 2019""",b'2019-12-17T14:50:38+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2017/06/BOOKS-875.gif' width='90' height='62' />Amitabha Bagchi won the award from a shortlist of six South-Asian novels.   """,b'https://www.news18.com/news/books/amitabha-bagchis-novel-half-the-night-is-gone-wins-dsc-prize-for-south-asian-literature-2019-2426683.html',
b'https://www.news18.com/news/lifestyle/remembering-luigi-pirandello-5-works-by-the-celebrated-italian-writer-2418981.html',b'Remembering Luigi Pirandello: 5 Works by the Celebrated Italian Writer',b'2019-12-10T14:47:49+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Luigi-Pirandello-1.jpg' width='90' height='62' />Luigi Pirandello is considered to be one of the forerunners of the Theatre of the Absurd. On the writer's 93rd death anniversary, here's looking at 5 works by him one must read.\n""",b'https://www.news18.com/news/lifestyle/remembering-luigi-pirandello-5-works-by-the-celebrated-italian-writer-2418981.html',
b'https://www.news18.com/news/lifestyle/remembering-luigi-pirandello-5-works-by-the-celebrated-italian-writer-2418981.html',b'Remembering Luigi Pirandello: 5 Works by the Celebrated Italian Writer',b'2019-12-10T14:47:49+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Luigi-Pirandello-1.jpg' width='90' height='62' />Luigi Pirandello is considered to be one of the forerunners of the Theatre of the Absurd. On the writer's 93rd death anniversary, here's looking at 5 works by him one must read.\n""",b'https://www.news18.com/news/lifestyle/remembering-luigi-pirandello-5-works-by-the-celebrated-italian-writer-2418981.html',
b'https://www.news18.com/news/lifestyle/remembering-luigi-pirandello-5-works-by-the-celebrated-italian-writer-2418981.html',b'Remembering Luigi Pirandello: 5 Works by the Celebrated Italian Writer',b'2019-12-10T14:47:49+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Luigi-Pirandello-1.jpg' width='90' height='62' />Luigi Pirandello is considered to be one of the forerunners of the Theatre of the Absurd. On the writer's 93rd death anniversary, here's looking at 5 works by him one must read.\n""",b'https://www.news18.com/news/lifestyle/remembering-luigi-pirandello-5-works-by-the-celebrated-italian-writer-2418981.html',
b'https://www.news18.com/news/lifestyle/remembering-luigi-pirandello-5-works-by-the-celebrated-italian-writer-2418981.html',b'Remembering Luigi Pirandello: 5 Works by the Celebrated Italian Writer',b'2019-12-10T14:47:49+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Luigi-Pirandello-1.jpg' width='90' height='62' />Luigi Pirandello is considered to be one of the forerunners of the Theatre of the Absurd. On the writer's 93rd death anniversary, here's looking at 5 works by him one must read.\n""",b'https://www.news18.com/news/lifestyle/remembering-luigi-pirandello-5-works-by-the-celebrated-italian-writer-2418981.html',
b'https://www.news18.com/news/lifestyle/remembering-luigi-pirandello-5-works-by-the-celebrated-italian-writer-2418981.html',b'Remembering Luigi Pirandello: 5 Works by the Celebrated Italian Writer',b'2019-12-10T14:47:49+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/12/Luigi-Pirandello-1.jpg' width='90' height='62' />Luigi Pirandello is considered to be one of the forerunners of the Theatre of the Absurd. On the writer's 93rd death anniversary, here's looking at 5 works by him one must read.\n""",b'https://www.news18.com/news/lifestyle/remembering-luigi-pirandello-5-works-by-the-celebrated-italian-writer-2418981.html',
b'https://www.news18.com/news/lifestyle/amitabh-bachchan-pens-foreword-for-roopkumar-rathods-photo-book-2416457.html',"b""Amitabh Bachchan Pens Foreword for Roopkumar Rathod's Photo Book""",b'2019-12-08T18:32:58+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/11/Amitabh-Bachchan-10.jpg' width='90' height='62' />Roopkumar, who is best known for his songs &quot;Maula mere maula&quot; and &quot;tujh mein rab dikhta hai&quot;, launched his book on Saturday in Mumbai.""",b'https://www.news18.com/news/lifestyle/amitabh-bachchan-pens-foreword-for-roopkumar-rathods-photo-book-2416457.html',
b'https://www.news18.com/news/lifestyle/amitabh-bachchan-pens-foreword-for-roopkumar-rathods-photo-book-2416457.html',"b""Amitabh Bachchan Pens Foreword for Roopkumar Rathod's Photo Book""",b'2019-12-08T18:32:58+05:30',"b""<img src='https://images.news18.com/ibnlive/uploads/2019/11/Amitabh-Bachchan-10.jpg' width='90' height='62' />Roopkumar, who is best known for his songs &quot;Maula mere maula&quot; and &quot;tujh mein rab dikhta hai&quot;, launched his book on Saturday in Mumbai.""",b'https://www.news18.com/news/lifestyle/amitabh-bachchan-pens-foreword-for-roopkumar-rathods-photo-book-2416457.html',
